url,etat,matiere,couleur,categorie,likes,prix,prix_total,collection
https://www.vinted.fr/items/8903950368-mocassins-cuir?referrer=catalog,Neuf sans étiquette,,Marron,Chaussures,49,"15,00 €","16,45 €",homme
https://www.vinted.fr/items/8900988743-leotard-bodysuit-zara?referrer=catalog,Très bon état,Élasthanne,Noir,Hauts et t-shirts,8,"5,00 €","5,70 €",homme
https://www.vinted.fr/items/8903415699-gilet-dos-nu-zara?referrer=catalog,Neuf sans étiquette,"Coton, Élasthanne",Beige,Hauts et t-shirts,20,"10,00 €","10,95 €",homme
https://www.vinted.fr/items/8903746431-wide-pants?referrer=catalog,Très bon état,"Coton, Polyester",Gris,Pantalons et leggings,33,"5,00 €","5,70 €",homme
https://www.vinted.fr/items/8900511540-pantalon-noire?referrer=catalog,Très bon état,Coton,"Noir, Blanc",Pantalons et leggings,222,"10,00 €","11,20 €",homme
https://www.vinted.fr/items/8902108246-combishort?referrer=catalog,Neuf sans étiquette,Coton,Bleu clair,Combinaisons et combishorts,13,"10,00 €","11,20 €",homme
https://www.vinted.fr/items/8882385328-jeans-skinny-zara?referrer=catalog,Très bon état,Coton,Bleu,Jeans,16,"3,00 €","3,85 €",homme
https://www.vinted.fr/items/8900818269-zara-tanktop?referrer=catalog,Très bon état,"Coton, Viscose, Élasthanne",Gris,Hauts et t-shirts,123,"7,00 €","7,84 €",homme
https://www.vinted.fr/items/8898448490-blazer-long-zara?referrer=catalog,Très bon état,Polyester,Noir,Blazers et tailleurs,8,"10,00 €","11,20 €",homme
https://www.vinted.fr/items/8904162264-petit-gilet-zara?referrer=catalog,Très bon état,Coton,Noir,Autres,54,"12,00 €","13,30 €",homme
https://www.vinted.fr/items/8903490544-2-pantalons-fluides?referrer=catalog,Très bon état,Polyester,"Rose, Bleu clair",Pantalons et leggings,14,"6,00 €","6,61 €",homme
https://www.vinted.fr/items/8891821764-pantalon-droit-lin-motif-vert?referrer=catalog,Très bon état,,"Vert foncé, Vert",Pantalons et leggings,62,"14,00 €","15,40 €",homme
https://www.vinted.fr/items/8894922374-chemisier-zara?referrer=catalog,Très bon état,Polyester,Vert foncé,Hauts et t-shirts,39,"5,00 €","5,95 €",homme
https://www.vinted.fr/items/8894693484-t-shirt-col-v?referrer=catalog,Neuf sans étiquette,Viscose,Gris,Hauts et t-shirts,20,"3,00 €","3,85 €",homme
https://www.vinted.fr/items/8903183394-veste-zara-txl?referrer=catalog,Bon état,"Coton, Polyester, Laine",Noir,Blazers et tailleurs,9,"5,00 €","5,95 €",homme
https://www.vinted.fr/items/8899968626-tunique-bretelles-coton?referrer=catalog,Très bon état,Coton,Blanc,Hauts et t-shirts,5,"5,00 €","5,53 €",homme
https://www.vinted.fr/items/8903836657-top-bretelle-reglable-zara-satine-fushia-rose-violet-effet?referrer=catalog,Neuf sans étiquette,"Polyester, Soie, Élasthanne","Violet, Fuchsia",Hauts et t-shirts,10,"5,00 €","5,95 €",homme
https://www.vinted.fr/items/8902372041-haut-drape-manches-longues-zara?referrer=catalog,Très bon état,Polyester,Noir,Hauts et t-shirts,38,"5,00 €","5,95 €",homme
https://www.vinted.fr/items/8902946098-jupe-short-avec-noeud-zara?referrer=catalog,Neuf sans étiquette,Polyester,Crème,Jupes,7,"5,00 €","5,70 €",homme
https://www.vinted.fr/items/8900629459-elegant-body-decollete?referrer=catalog,Très bon état,"Viscose, Élasthanne, Acrylique",Kaki,Hauts et t-shirts,37,"4,00 €","4,63 €",homme
https://www.vinted.fr/items/8897817816-jean-mom-zara?referrer=catalog,Bon état,Coton,Bleu clair,Jeans,9,"6,00 €","7,00 €",homme
https://www.vinted.fr/items/8892553020-chemise-verte-zara?referrer=catalog,Très bon état,,Vert,Hauts et t-shirts,19,"5,00 €","5,95 €",homme
https://www.vinted.fr/items/8903149491-veste-zara-neuve?referrer=catalog,Neuf sans étiquette,"Viscose, Lin, Carton",Bleu clair,Blazers et tailleurs,12,"15,00 €","16,38 €",homme
https://www.vinted.fr/items/8904155276-bomber-jacket?referrer=catalog,Très bon état,Coton,Beige,Manteaux et vestes,29,"10,00 €","11,20 €",homme
https://www.vinted.fr/items/8903554074-leather-jacket?referrer=catalog,Très bon état,,Noir,Manteaux et vestes,24,"10,00 €","11,20 €",homme
https://www.vinted.fr/items/8893841522-leggings-hiver-zara?referrer=catalog,Très bon état,Élasthanne,Noir,Pantalons et leggings,9,"3,00 €","3,36 €",homme
https://www.vinted.fr/items/8904533204-pantalons-zara?referrer=catalog,Très bon état,Coton,Blanc,Jeans,11,"16,00 €","17,46 €",homme
https://www.vinted.fr/items/8902253524-zara-mariniere-femme-rouge-taille-s?referrer=catalog,Très bon état,Coton,Rouge,Hauts et t-shirts,33,"3,00 €","3,85 €",homme
https://www.vinted.fr/items/8900410406-t-shirt-zara?referrer=catalog,Neuf sans étiquette,Coton,Blanc,Hauts et t-shirts,11,"4,00 €","4,90 €",homme
https://www.vinted.fr/items/8899108636-pull-sans-manche-taille-m-zara?referrer=catalog,Très bon état,"Coton, Polyester",Gris,Sweats et sweats à capuche,9,"6,00 €","7,00 €",homme
https://www.vinted.fr/items/8904626727-giacca-con-paillettes-verde-zara?referrer=catalog,Très bon état,"Polyester, Viscose","Vert, Crème",Blazers et tailleurs,21,"20,00 €","21,70 €",homme
https://www.vinted.fr/items/8904541529-pull-kimono?referrer=catalog,Très bon état,Coton,Noir,Sweats et sweats à capuche,9,"5,00 €","5,70 €",homme
https://www.vinted.fr/items/8901703589-t-shirt-vert-zara-qui-se-resserre?referrer=catalog,Neuf sans étiquette,Coton,Vert,Hauts et t-shirts,7,"2,00 €","2,80 €",homme
https://www.vinted.fr/items/8898799652-zara-bottes-daim-39?referrer=catalog,Très bon état,,Beige,Chaussures,108,"30,00 €","32,65 €",homme
https://www.vinted.fr/items/8902935206-blouse-zara?referrer=catalog,Neuf sans étiquette,Polyester,Beige,Hauts et t-shirts,9,"6,00 €","7,00 €",homme
https://www.vinted.fr/items/8900956304-t-shirt-lycra-zara?referrer=catalog,Très bon état,,Noir,Hauts et t-shirts,19,"5,00 €","5,95 €",homme
https://www.vinted.fr/items/8901914970-chapeau-effet-foulard?referrer=catalog,Neuf sans étiquette,Polyester,"Turquoise, Orange",Accessoires,11,"6,00 €","6,61 €",homme
https://www.vinted.fr/items/8897978686-veste-courte-jean?referrer=catalog,Bon état,"Coton, Élasthanne",Bleu,Manteaux et vestes,33,"5,00 €","5,95 €",homme
https://www.vinted.fr/items/8896365288-jeans-bleu-clair-zara-taille-normal?referrer=catalog,Très bon état,Coton,Bleu clair,Jeans,15,"5,00 €","5,95 €",homme
https://www.vinted.fr/items/8903678866-cappotto-zara-marrone-over?referrer=catalog,Bon état,Polyester,Marron,Manteaux et vestes,22,"15,00 €","16,40 €",homme
https://www.vinted.fr/items/8904429610-top-halter-bleu-zara-taille-l?referrer=catalog,Très bon état,"Viscose, Nylon",Bleu clair,Hauts et t-shirts,16,"5,00 €","5,95 €",homme
https://www.vinted.fr/items/8890164887-jean-droit?referrer=catalog,Très bon état,Coton,"Bleu clair, Bleu",Jeans,11,"6,00 €","6,77 €",homme
https://www.vinted.fr/items/8894095522-chemise-gaz-de-coton?referrer=catalog,Très bon état,,Blanc,Hauts et t-shirts,24,"5,00 €","5,95 €",homme
https://www.vinted.fr/items/8902935913-pantalon-zara?referrer=catalog,Bon état,"Polyester, Viscose, Élasthanne",Vert foncé,Pantalons et leggings,4,"7,00 €","7,84 €",homme
https://www.vinted.fr/items/8901035092-blouson-femme?referrer=catalog,Neuf sans étiquette,"Coton, Polyester",Noir,Manteaux et vestes,4,"10,00 €","11,20 €",homme
https://www.vinted.fr/items/8888921593-jean-bleu-mom-fit?referrer=catalog,Très bon état,Coton,"Bleu, Bleu clair",Jeans,24,"6,00 €","7,00 €",homme
https://www.vinted.fr/items/8885930421-body-noir?referrer=catalog,Très bon état,"Coton, Élasthanne",Noir,Hauts et t-shirts,17,"3,00 €","3,85 €",homme
https://www.vinted.fr/items/8902124918-debardeur-noir?referrer=catalog,Neuf sans étiquette,,Marine,Hauts et t-shirts,29,"10,00 €","11,20 €",homme
https://www.vinted.fr/items/8897810023-veste-zara?referrer=catalog,Très bon état,"Polyester, Viscose, Élasthanne",Noir,Blazers et tailleurs,11,"7,00 €","8,05 €",homme
https://www.vinted.fr/items/8899284930-jean-troue-pour-femme?referrer=catalog,Très bon état,"Coton, Élasthanne",Bleu,Jeans,9,"6,00 €","6,61 €",homme
https://www.vinted.fr/items/8894395782-pantalon?referrer=catalog,Très bon état,Lin,Beige,Pantalons et leggings,28,"10,00 €","11,20 €",homme
https://www.vinted.fr/items/8904471234-robe-chemise-zara?referrer=catalog,Neuf sans étiquette,Coton,"Vert, Blanc",Robes,24,"10,00 €","11,20 €",homme
https://www.vinted.fr/items/8895035906-blazer-rouge-zara?referrer=catalog,Très bon état,Polyester,Rouge,Blazers et tailleurs,33,"10,00 €","11,05 €",homme
https://www.vinted.fr/items/8904006728-chemise-bleu-clair-zara?referrer=catalog,Très bon état,Coton,Bleu clair,Hauts et t-shirts,9,"5,00 €","5,95 €",homme
https://www.vinted.fr/items/8903896776-zara-mini-abito-mesh-psichedelico?referrer=catalog,Très bon état,"Polyester, Élasthanne",Multicolore,Robes,38,"8,00 €","9,10 €",homme
https://www.vinted.fr/items/8894205259-debardeur-noir-zara?referrer=catalog,Très bon état,Coton,Noir,Hauts et t-shirts,25,"4,00 €","4,90 €",homme
https://www.vinted.fr/items/8896506296-casaco-bomber-beje?referrer=catalog,Bon état,Polyester,Beige,Manteaux et vestes,42,"10,00 €","10,95 €",homme
https://www.vinted.fr/items/8902448872-blouse-dentelee-blanche-zara?referrer=catalog,Très bon état,Polyester,Blanc,Hauts et t-shirts,21,"5,00 €","5,95 €",homme
https://www.vinted.fr/items/8900091630-mocassino-zara?referrer=catalog,Neuf sans étiquette,"Cuir, Cuir verni","Noir, Marron",Chaussures,46,"20,00 €","21,80 €",homme
https://www.vinted.fr/items/8905130645-combinaison-en-lin-moutarde-zara-taille-xs?referrer=catalog,Très bon état,,Moutarde,Combinaisons et combishorts,11,"12,00 €","13,30 €",homme
https://www.vinted.fr/items/8902153215-top-court?referrer=catalog,Neuf avec étiquette,"Polyester, Viscose",Menthe,Hauts et t-shirts,13,"5,00 €","5,95 €",homme
https://www.vinted.fr/items/8894325083-blouson-sans-manches-zara?referrer=catalog,Bon état,,Noir,Manteaux et vestes,44,"5,00 €","5,53 €",homme
https://www.vinted.fr/items/8904850971-beau-pantalon-zara-slim-confort-max-jaune-moutarde-38?referrer=catalog,Très bon état,Coton,Moutarde,Pantalons et leggings,2,"5,20 €","6,16 €",fille
https://www.vinted.fr/items/8903745636-jeans?referrer=catalog,Neuf sans étiquette,Coton,Bleu,Jeans,5,"8,00 €","8,91 €",fille
https://www.vinted.fr/items/8851613746-chemise-noir?referrer=catalog,Neuf sans étiquette,Polyester,Noir,Hauts et t-shirts,8,"5,00 €","5,70 €",fille
https://www.vinted.fr/items/8905275844-pantalon-motif-elephants-txl?referrer=catalog,Neuf sans étiquette,Polyester,"Blanc, Noir",Pantalons et leggings,2,"3,00 €","3,85 €",fille
https://www.vinted.fr/items/8859466463-robe-imprimee-zara?referrer=catalog,Neuf sans étiquette,Viscose,"Multicolore, Blanc",Robes,34,"24,00 €","26,14 €",fille
https://www.vinted.fr/items/8905352779-maillot-de-bain-zara-neuf?referrer=catalog,Neuf avec étiquette,"Viscose, Élasthanne",Kaki,Maillots de bain,14,"10,00 €","11,05 €",fille
https://www.vinted.fr/items/8831838078-falda-mini-rosa-drapeada-fruncida?referrer=catalog,Neuf sans étiquette,Polyester,Rose,Jupes,2,"8,00 €","8,78 €",fille
https://www.vinted.fr/items/8905380008-chemise-zara?referrer=catalog,Très bon état,Coton,Rose,Hauts et t-shirts,5,"8,00 €","8,78 €",fille
https://www.vinted.fr/items/8904758247-pantalon-fluide-noir-zara?referrer=catalog,Neuf sans étiquette,"Polyester, Élasthanne",Noir,Pantalons et leggings,13,"15,00 €","16,38 €",fille
https://www.vinted.fr/items/8879781159-ensemble-lin-zara?referrer=catalog,Très bon état,,Jaune,Combinaisons et combishorts,21,"58,00 €","61,60 €",fille
https://www.vinted.fr/items/8903934376-pull-zara?referrer=catalog,Neuf sans étiquette,,"Gris, Argenté",Sweats et sweats à capuche,13,"10,00 €","11,05 €",fille
https://www.vinted.fr/items/8867965503-calcas-de-ganga-zara-perna-larga?referrer=catalog,Très bon état,Coton,"Bleu clair, Bleu",Jeans,8,"8,00 €","8,78 €",fille
https://www.vinted.fr/items/8866294983-superbe-ensemble-tailleur-pantalon-zara-taille-xl?referrer=catalog,Très bon état,"Polyester, Viscose",Bleu clair,Blazers et tailleurs,133,"49,00 €","52,15 €",fille
https://www.vinted.fr/items/8873394100-pantaloncini-brillantinati?referrer=catalog,Neuf sans étiquette,Coton,Argenté,Shorts,20,"10,00 €","11,20 €",fille
https://www.vinted.fr/items/8903187229-tee-shirt-blanc-a-manches-courtes-zara-femme?referrer=catalog,Très bon état,Coton,Blanc,Hauts et t-shirts,53,"4,00 €","4,63 €",fille
https://www.vinted.fr/items/8899944658-veste-blazers-en-lin-blanc-zara-s-36-38?referrer=catalog,Très bon état,,Blanc,Blazers et tailleurs,30,"25,00 €","27,10 €",fille
https://www.vinted.fr/items/8845066766-vestido-largo-de-punto-fino-multicolor-de-zara?referrer=catalog,Très bon état,,Multicolore,Robes,20,"25,00 €","27,23 €",fille
https://www.vinted.fr/items/8854550657-robe-courte-en-lin-zara?referrer=catalog,Très bon état,Lin,Crème,Robes,43,"7,00 €","8,05 €",fille
https://www.vinted.fr/items/8904704889-blusa-rosa-cipria-super-femminile-maniche-balloon-vita-stretta?referrer=catalog,Très bon état,Polyester,Rose,Hauts et t-shirts,4,"18,00 €","19,60 €",fille
https://www.vinted.fr/items/8903147051-jeans?referrer=catalog,Neuf sans étiquette,Coton,Bleu clair,Jeans,53,"5,00 €","5,70 €",fille
https://www.vinted.fr/items/8881767728-zara-shoes?referrer=catalog,Très bon état,Cuir,Noir,Chaussures,198,"25,00 €","27,23 €",fille
https://www.vinted.fr/items/8845733630-zara-obertreil?referrer=catalog,Bon état,"Polyester, Élasthanne",Noir,Hauts et t-shirts,5,"5,00 €","5,70 €",fille
https://www.vinted.fr/items/8903714384-veste-manteau-ete?referrer=catalog,Neuf sans étiquette,"Coton, Lin",Crème,Manteaux et vestes,14,"10,00 €","11,20 €",fille
https://www.vinted.fr/items/8861608504-jeans-bianco-zara?referrer=catalog,Neuf avec étiquette,Coton,"Blanc, Crème",Jeans,92,"18,00 €","19,60 €",fille
https://www.vinted.fr/items/8883717639-zara-stiefel?referrer=catalog,Neuf avec étiquette,Cuir,Marron,Chaussures,118,"60,00 €","64,55 €",fille
https://www.vinted.fr/items/8899588987-bomber?referrer=catalog,Neuf avec étiquette,,Marron,Manteaux et vestes,65,"45,00 €","48,50 €",fille
https://www.vinted.fr/items/8872670828-cardigan-zara-simple-taille-m-tres-bon-etat?referrer=catalog,Très bon état,"Coton, Polyester",Gris,Sweats et sweats à capuche,3,"6,00 €","6,77 €",fille
https://www.vinted.fr/items/8894456125-blazer-tailleur-noir-raye-zara-woman-tailoring-t38-laine?referrer=catalog,Très bon état,Laine,Noir,Blazers et tailleurs,7,"14,00 €","15,40 €",fille
https://www.vinted.fr/items/8841673198-sfiziosa-gonna-corta-nera-taglia-m-brand-zara-basic?referrer=catalog,Très bon état,Polyester,"Noir, Beige",Jupes,3,"6,00 €","7,00 €",fille
https://www.vinted.fr/items/8902183511-ensemble-beige-zara-jupe-et-top-s?referrer=catalog,Neuf sans étiquette,,Beige,Costumes et tenues particulières,22,"15,00 €","16,38 €",fille
https://www.vinted.fr/items/8862577638-jupe-longue-zara?referrer=catalog,Très bon état,Coton,Bleu,Jupes,37,"9,00 €","9,87 €",fille
https://www.vinted.fr/items/8884343728-pantalon-jambes-larges-noir?referrer=catalog,Très bon état,Polyester,Noir,Pantalons et leggings,17,"10,00 €","10,95 €",fille
https://www.vinted.fr/items/8846778027-tee-shirt-top-cache-coeur-gris-fonce-zara-femme-taille-s-neuf?referrer=catalog,Neuf avec étiquette,"Polyester, Élasthanne",Gris,Hauts et t-shirts,116,"16,00 €","17,47 €",fille
https://www.vinted.fr/items/8840955378-jean-zara-taille-l-butter-yellow?referrer=catalog,Neuf sans étiquette,Coton,"Crème, Jaune",Jeans,9,"18,00 €","19,60 €",fille
https://www.vinted.fr/items/8838076627-linnen-bloes-met-uniek-detail-van-zara?referrer=catalog,Très bon état,Lin,Crème,Hauts et t-shirts,13,"12,00 €","13,30 €",fille
https://www.vinted.fr/items/8900045622-chemise-bleue-zara?referrer=catalog,Très bon état,Coton,Bleu clair,Hauts et t-shirts,11,"15,00 €","16,45 €",fille
https://www.vinted.fr/items/8867603375-calcas-cargo-verde-kaki-zara?referrer=catalog,Neuf sans étiquette,"Polyester, Viscose, Élasthanne",Kaki,Pantalons et leggings,13,"25,00 €","26,95 €",fille
https://www.vinted.fr/items/8847099702-jupe-short-bleue?referrer=catalog,Très bon état,Coton,Bleu,Jupes-shorts,104,"18,00 €","19,60 €",fille
https://www.vinted.fr/items/8886985184-kanten-avond-jurk-van-zara?referrer=catalog,Neuf avec étiquette,Polyester,Crème,Lingerie et pyjamas,30,"15,00 €","16,38 €",fille
https://www.vinted.fr/items/8903723420-veste-en-cuir-zara?referrer=catalog,Bon état,,Kaki,Manteaux et vestes,5,"6,00 €","7,00 €",fille
https://www.vinted.fr/items/8839681029-cotton-a-line-long-pleated-skirt-with-pocket?referrer=catalog,Très bon état,Coton,Noir,Jupes,36,"7,00 €","7,84 €",fille
https://www.vinted.fr/items/8868587305-chemise-beige-lin-zara?referrer=catalog,Très bon état,,"Beige, Crème",Hauts et t-shirts,36,"10,00 €","11,20 €",fille
https://www.vinted.fr/items/8846575046-jeans-straight-zara-t34?referrer=catalog,Très bon état,,Bleu clair,Jeans,17,"8,00 €","9,10 €",fille
https://www.vinted.fr/items/8898460810-bandana-cox-boy-53x48-bleu-nuit-et-blanc-excellent-etat-zara?referrer=catalog,Neuf avec étiquette,Coton,"Marine, Blanc",Accessoires,46,"6,00 €","6,61 €",fille
https://www.vinted.fr/items/8891820709-manteau-beige-zara-taille-m-manteau-long-elegant-femme-style-chic?referrer=catalog,Très bon état,Polyester,Beige,Manteaux et vestes,9,"5,00 €","5,95 €",fille
https://www.vinted.fr/items/8864131290-pantalon-large-a-rayures-zara-neuf?referrer=catalog,Neuf avec étiquette,"Polyester, Viscose",Crème,Pantalons et leggings,15,"28,00 €","30,10 €",fille
https://www.vinted.fr/items/8847252524-zara-cotton-jacket-new-with-tags-size-l?referrer=catalog,Neuf avec étiquette,Coton,Marine,Manteaux et vestes,20,"45,00 €","48,50 €",fille
https://www.vinted.fr/items/8890966352-burgundy-zara-ballet-flats-eu39?referrer=catalog,Très bon état,Cuir synthétique,Bordeaux,Chaussures,35,"25,00 €","27,23 €",fille
https://www.vinted.fr/items/8903447133-camicia-lino?referrer=catalog,Très bon état,,Crème,Hauts et t-shirts,35,"6,00 €","6,61 €",fille
https://www.vinted.fr/items/8894739370-superbe-short-en-lin-zara-rose-neuf-avec-etiquette-m?referrer=catalog,Neuf avec étiquette,Lin,"Rose, Fuchsia",Shorts,42,"13,00 €","14,35 €",fille
https://www.vinted.fr/items/8882113100-jeans-cargo-bleu-dur-zara-t36?referrer=catalog,Très bon état,Coton,Bleu,Jeans,4,"8,00 €","9,10 €",fille
https://www.vinted.fr/items/8897713431-jupe-tube-noire-femme-zara-basics-taille-m?referrer=catalog,Très bon état,"Polyester, Viscose, Élasthanne",Noir,Jupes,38,"5,00 €","5,95 €",fille
https://www.vinted.fr/items/8905369036-robe-verte-zara?referrer=catalog,Très bon état,Coton,Vert foncé,Robes,5,"8,00 €","9,10 €",fille
https://www.vinted.fr/items/8904938467-penta-cour-large-en-tailleur-zara?referrer=catalog,Neuf sans étiquette,"Coton, Polyester",Beige,Pantalons et leggings,36,"10,00 €","11,20 €",fille
https://www.vinted.fr/items/8825790147-vestido-corto-bordado-estilo-boho-zara-talla-s?referrer=catalog,Neuf sans étiquette,Polyester,Rouge,Robes,95,"45,00 €","47,95 €",fille
https://www.vinted.fr/items/8904083325-haut-zara?referrer=catalog,Très bon état,"Coton, Lin, Dentelle",Crème,Hauts et t-shirts,139,"17,00 €","18,55 €",fille
https://www.vinted.fr/items/8858589568-robe-inspiration-zimmermann?referrer=catalog,Neuf avec étiquette,,"Lila, Bleu clair",Robes,156,"60,00 €","63,70 €",fille
https://www.vinted.fr/items/8899415067-veste-en-cuir-zara?referrer=catalog,Très bon état,"Cuir, Cuir synthétique","Kaki, Vert",Manteaux et vestes,49,"35,00 €","38,08 €",fille
https://www.vinted.fr/items/8888811251-bolsa-de-verano-sport?referrer=catalog,Neuf sans étiquette,Coton,Crème,Sacs,17,"8,00 €","8,78 €",fille
https://www.vinted.fr/items/8836561256-vestido-corto-de-zara?referrer=catalog,Neuf avec étiquette,"Polyester, Élasthanne","Noir, Marron",Robes,22,"20,00 €","21,70 €",fille
https://www.vinted.fr/items/8891622086-mules-zara?referrer=catalog,Neuf avec étiquette,Cuir,"Marron, Bordeaux",Chaussures,42,"35,00 €","37,45 €",fille
https://www.vinted.fr/items/8887297596-belles-bottines-zara?referrer=catalog,Très bon état,,Noir,Chaussures,3,"20,00 €","21,70 €",fille
https://www.vinted.fr/items/8841028086-veste-noire-en-lin-zara-s-neuve?referrer=catalog,Neuf avec étiquette,,Noir,Manteaux et vestes,4,"35,00 €","37,45 €",fille
https://www.vinted.fr/items/8883949981-pantoletten-zara?referrer=catalog,Neuf sans étiquette,Cuir,Orange,Chaussures,54,"13,00 €","14,35 €",fille
https://www.vinted.fr/items/8893414196-magnifique-robe-porcelaine-zara?referrer=catalog,Neuf avec étiquette,"Viscose, Lin","Blanc, Bleu",Robes,50,"20,00 €","21,70 €",fille
https://www.vinted.fr/items/8889312463-veste-sans-manches-zara-brodee-bleu-ecru-style-boheme-folk-coton-tm?referrer=catalog,Très bon état,Coton,"Bleu, Crème",Manteaux et vestes,41,"24,00 €","26,03 €",fille
https://www.vinted.fr/items/8850198840-top-court-zara-gris-taille-m?referrer=catalog,Très bon état,Coton,Gris,Hauts et t-shirts,53,"6,00 €","7,00 €",fille
